Unnamed: 0_x,Content ID,Reaction Type,Datetime,Unnamed: 0_y,Content Type,Category,Unnamed: 0,Sentiment,Score
4236,93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,2020-10-13 17:28:55,159,video,technology,2,negative,0
4276,2893a837-3157-4bbd-918f-adc93b60480a,disgust,2021-02-15 22:54:50,160,photo,healthy eating,2,negative,0
4376,413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,2020-11-10 01:47:49,167,photo,science,2,negative,0
4693,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,2020-12-23 14:58:38,181,photo,science,2,negative,0
4695,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,2020-09-18 13:44:54,181,photo,science,2,negative,0
4752,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,2020-12-24 19:41:09,183,audio,cooking,2,negative,0
4761,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,2020-12-05 18:33:57,183,audio,cooking,2,negative,0
4766,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,2020-06-21 06:14:06,183,audio,cooking,2,negative,0
4931,27ec2b21-a749-4181-b182-150a174fc277,disgust,2020-09-29 07:59:40,189,GIF,animals,2,negative,0
4939,27ec2b21-a749-4181-b182-150a174fc277,disgust,2021-03-01 08:15:22,189,GIF,animals,2,negative,0
5222,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,2020-09-21 23:13:47,197,GIF,science,2,negative,0
5229,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,2020-07-29 19:07:57,197,GIF,science,2,negative,0
5267,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,2020-07-02 19:33:12,198,audio,cooking,2,negative,0
5268,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,2020-09-04 00:39:07,198,audio,cooking,2,negative,0
5485,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,disgust,2021-04-09 23:51:51,204,GIF,animals,2,negative,0
5685,839d117b-c764-4930-99f2-a6e4d1b47790,disgust,2020-12-21 08:24:42,214,GIF,cooking,2,negative,0
5711,839d117b-c764-4930-99f2-a6e4d1b47790,disgust,2021-02-26 22:39:41,214,GIF,cooking,2,negative,0
5752,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,2021-03-01 12:03:03,218,audio,animals,2,negative,0
5756,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,2020-07-10 18:40:13,218,audio,animals,2,negative,0
5765,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,2020-08-20 23:42:04,218,audio,animals,2,negative,0
5821,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,2020-09-29 00:01:55,222,audio,healthy eating,2,negative,0
5826,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,2020-08-16 22:19:43,222,audio,healthy eating,2,negative,0
5827,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,2021-01-30 02:58:21,222,audio,healthy eating,2,negative,0
5829,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,2020-11-04 17:51:04,222,audio,healthy eating,2,negative,0
5836,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,2020-12-06 15:11:42,222,audio,healthy eating,2,negative,0
5892,d029d393-b80b-4a56-9450-7645ee42da07,disgust,2020-12-20 23:55:33,226,video,healthy eating,2,negative,0
5982,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,2020-08-27 04:27:45,230,video,healthy eating,2,negative,0
5993,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,2020-12-26 13:14:52,230,video,healthy eating,2,negative,0
6000,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,2021-01-06 07:35:56,230,video,healthy eating,2,negative,0
6089,bb9dcde7-55bb-4fb8-b349-caa58fb08823,disgust,2020-08-28 04:54:31,232,GIF,healthy eating,2,negative,0
6103,bb9dcde7-55bb-4fb8-b349-caa58fb08823,disgust,2021-05-10 05:07:25,232,GIF,healthy eating,2,negative,0
6229,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,2020-08-17 18:48:59,240,photo,technology,2,negative,0
6233,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,2021-02-04 20:35:03,240,photo,technology,2,negative,0
6244,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,2021-03-27 20:00:06,240,photo,technology,2,negative,0
6253,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,2021-03-11 07:13:12,240,photo,technology,2,negative,0
6260,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,2021-03-19 08:52:05,240,photo,technology,2,negative,0
6329,60ca0278-5ed6-4669-939b-e6dc2021c07d,disgust,2020-07-28 20:50:35,242,GIF,technology,2,negative,0
6907,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,2020-10-18 09:01:37,261,video,cooking,2,negative,0
6915,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,2020-10-05 10:06:47,261,video,cooking,2,negative,0
6970,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,2021-01-28 15:29:59,264,audio,animals,2,negative,0
6971,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,2021-01-18 14:56:54,264,audio,animals,2,negative,0
6979,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,2021-01-09 14:01:32,264,audio,animals,2,negative,0
7050,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,2021-06-03 18:43:34,267,audio,animals,2,negative,0
7058,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,2021-04-10 03:14:36,267,audio,animals,2,negative,0
7085,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,2021-02-10 02:33:01,267,audio,animals,2,negative,0
7086,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,2020-11-04 19:08:04,267,audio,animals,2,negative,0
7127,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,2020-09-30 08:32:55,270,GIF,animals,2,negative,0
7128,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,2021-03-31 01:04:47,270,GIF,animals,2,negative,0
7157,b50871e0-183e-4a1d-884b-f20fb271041b,disgust,2020-11-17 08:52:32,271,photo,cooking,2,negative,0
7375,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,2021-05-10 00:37:54,281,photo,cooking,2,negative,0
7377,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,2021-04-11 20:38:14,281,photo,cooking,2,negative,0
7390,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,2020-12-18 00:57:56,281,photo,cooking,2,negative,0
7391,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,2021-05-24 00:13:22,281,photo,cooking,2,negative,0
7392,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,2020-06-26 17:02:13,281,photo,cooking,2,negative,0
7395,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,2020-08-14 22:07:26,281,photo,cooking,2,negative,0
7399,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,2020-06-25 06:32:06,281,photo,cooking,2,negative,0
7471,05805658-8744-4cc4-825d-cbfed0ecea7c,disgust,2021-03-26 22:03:53,284,photo,technology,2,negative,0
7572,e611ee64-7ada-428d-aa37-94c8c0782a91,disgust,2021-05-21 22:29:05,288,GIF,cooking,2,negative,0
7624,a7a7c909-15cb-4719-835b-cc9f835feb50,disgust,2021-05-17 07:54:59,290,GIF,animals,2,negative,0
7656,77099957-1551-435e-b386-704d8b91a46e,disgust,2021-04-29 16:43:48,291,audio,cooking,2,negative,0
7659,77099957-1551-435e-b386-704d8b91a46e,disgust,2020-11-21 08:28:58,291,audio,cooking,2,negative,0
7662,77099957-1551-435e-b386-704d8b91a46e,disgust,2020-12-06 06:40:29,291,audio,cooking,2,negative,0
7746,d03efe68-5986-48c4-8767-93b8f5881004,disgust,2021-03-21 05:38:15,295,GIF,animals,2,negative,0
7802,4bdd31e0-2f59-4262-bcbe-546678a3d203,disgust,2021-04-05 19:56:29,297,photo,healthy eating,2,negative,0
8170,85e013ce-3474-4c9a-a4ea-7b726a29baae,disgust,2020-07-17 04:58:02,310,GIF,animals,2,negative,0
8202,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,2020-10-13 01:06:18,314,GIF,science,2,negative,0
8207,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,2021-04-12 03:07:54,314,GIF,science,2,negative,0
8213,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,2021-01-08 05:02:41,314,GIF,science,2,negative,0
8340,b81f446e-be9b-4fff-8faf-7732c6306c75,disgust,2020-07-22 15:13:51,317,audio,cooking,2,negative,0
8344,b81f446e-be9b-4fff-8faf-7732c6306c75,disgust,2021-04-05 23:55:50,317,audio,cooking,2,negative,0
8509,8866b759-c55c-4fd3-9753-8a69265c481e,disgust,2020-10-19 12:15:37,325,video,science,2,negative,0
8545,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,2021-02-26 03:51:50,327,GIF,cooking,2,negative,0
8553,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,2021-01-05 00:54:44,327,GIF,cooking,2,negative,0
8556,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,2021-06-10 18:41:16,327,GIF,cooking,2,negative,0
8564,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,2021-05-01 13:43:22,327,GIF,cooking,2,negative,0
8610,2d10f5b0-c590-429f-8b68-52c239617d26,disgust,2020-11-01 18:43:50,331,GIF,technology,2,negative,0
8616,2d10f5b0-c590-429f-8b68-52c239617d26,disgust,2021-03-08 17:30:04,331,GIF,technology,2,negative,0
8717,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,2021-04-12 22:42:49,335,photo,science,2,negative,0
8724,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,2021-03-05 18:24:19,335,photo,science,2,negative,0
8729,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,2020-12-24 19:20:16,335,photo,science,2,negative,0
8735,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,2020-07-19 04:41:42,336,video,animals,2,negative,0
8739,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,2020-07-25 10:47:37,336,video,animals,2,negative,0
8740,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,2020-12-10 18:49:30,336,video,animals,2,negative,0
8745,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,2021-04-16 23:01:58,336,video,animals,2,negative,0
8752,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,2021-01-11 06:28:53,336,video,animals,2,negative,0
8757,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,2021-01-27 14:15:56,336,video,animals,2,negative,0
8775,16fb5dcb-4349-4831-acf2-8c116ad7dae5,disgust,2020-08-31 02:58:19,338,audio,technology,2,negative,0
8790,16fb5dcb-4349-4831-acf2-8c116ad7dae5,disgust,2020-11-23 18:55:15,338,audio,technology,2,negative,0
8978,daeddfcc-c030-4674-8317-56a23ab81799,disgust,2020-06-26 16:44:59,345,audio,animals,2,negative,0
8993,daeddfcc-c030-4674-8317-56a23ab81799,disgust,2021-05-06 18:38:35,345,audio,animals,2,negative,0
8998,daeddfcc-c030-4674-8317-56a23ab81799,disgust,2020-06-21 08:01:52,345,audio,animals,2,negative,0
9001,daeddfcc-c030-4674-8317-56a23ab81799,disgust,2020-12-29 03:07:00,345,audio,animals,2,negative,0
9013,daeddfcc-c030-4674-8317-56a23ab81799,disgust,2021-03-29 02:07:30,345,audio,animals,2,negative,0
9025,71246f1e-0b64-4922-a6ae-c86c446837be,disgust,2020-09-29 09:03:01,346,video,healthy eating,2,negative,0
9123,77f0131d-a06e-40d6-8f6d-a64c0491d1b5,disgust,2020-07-29 20:32:30,349,audio,healthy eating,2,negative,0
9406,e4306fd4-391c-4016-8b5f-98594bb647a0,disgust,2021-02-22 15:52:31,361,audio,healthy eating,2,negative,0
9409,e4306fd4-391c-4016-8b5f-98594bb647a0,disgust,2021-02-13 00:16:17,361,audio,healthy eating,2,negative,0
9419,697af362-e84b-4429-b4ea-4123c6ab44ba,disgust,2020-12-26 10:18:21,362,video,science,2,negative,0
9445,697af362-e84b-4429-b4ea-4123c6ab44ba,disgust,2020-06-20 11:09:19,362,video,science,2,negative,0
9496,f4c8e6bb-e282-41f3-a000-bbabae7dbf04,disgust,2020-08-05 15:24:23,365,audio,technology,2,negative,0
9581,972b6e82-421f-43f6-905c-2168933de18f,disgust,2021-02-06 21:33:20,368,video,animals,2,negative,0
9604,972b6e82-421f-43f6-905c-2168933de18f,disgust,2021-04-10 22:01:07,368,video,animals,2,negative,0
9613,972b6e82-421f-43f6-905c-2168933de18f,disgust,2020-08-15 09:12:37,368,video,animals,2,negative,0
9623,f6c9e663-620c-4d18-9494-7eea83fbf4b7,disgust,2020-09-13 20:34:05,369,audio,animals,2,negative,0
9804,501b2f88-999b-4ad9-b2f5-4b9c36a31259,disgust,2021-02-11 08:25:39,375,photo,cooking,2,negative,0
9808,501b2f88-999b-4ad9-b2f5-4b9c36a31259,disgust,2021-01-11 11:33:17,375,photo,cooking,2,negative,0
9868,0da2523f-acc4-4687-9844-45eaa5e90c65,disgust,2020-11-30 07:31:51,377,video,technology,2,negative,0
9879,0da2523f-acc4-4687-9844-45eaa5e90c65,disgust,2020-09-16 11:25:09,377,video,technology,2,negative,0
9888,0da2523f-acc4-4687-9844-45eaa5e90c65,disgust,2021-05-16 20:04:25,377,video,technology,2,negative,0
9892,0da2523f-acc4-4687-9844-45eaa5e90c65,disgust,2021-03-10 17:42:16,377,video,technology,2,negative,0
9899,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,disgust,2020-09-27 17:27:29,378,photo,healthy eating,2,negative,0
9900,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,disgust,2020-09-26 13:47:11,378,photo,healthy eating,2,negative,0
9905,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,disgust,2020-11-13 12:22:16,378,photo,healthy eating,2,negative,0
9915,bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,disgust,2021-05-07 06:14:25,378,photo,healthy eating,2,negative,0
10003,02ba5af1-784a-44cc-ae3a-14833c4a2237,disgust,2020-12-01 19:04:33,381,video,healthy eating,2,negative,0
10020,02ba5af1-784a-44cc-ae3a-14833c4a2237,disgust,2020-08-01 21:52:59,381,video,healthy eating,2,negative,0
10023,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2021-02-06 06:02:06,382,audio,healthy eating,2,negative,0
10044,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2021-01-15 12:36:48,382,audio,healthy eating,2,negative,0
10053,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2020-07-27 07:17:22,382,audio,healthy eating,2,negative,0
10055,c84f903e-32ae-4ce1-b66b-d876439fccf5,disgust,2020-11-30 16:38:18,382,audio,healthy eating,2,negative,0
10283,b8368fca-8fe3-4768-beed-5056cff63c23,disgust,2021-03-24 16:09:52,395,audio,technology,2,negative,0
10284,b8368fca-8fe3-4768-beed-5056cff63c23,disgust,2021-03-12 00:56:10,395,audio,technology,2,negative,0
10454,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,disgust,2020-12-23 02:23:39,403,photo,animals,2,negative,0
10465,aa6c9668-7455-4a4c-9915-f7d4cb56c8c6,disgust,2021-06-12 09:15:31,403,photo,animals,2,negative,0
10471,64b9d086-2fd4-46d0-a19d-848572029de1,disgust,2021-05-11 05:57:51,404,audio,healthy eating,2,negative,0
10478,64b9d086-2fd4-46d0-a19d-848572029de1,disgust,2021-06-08 07:12:26,404,audio,healthy eating,2,negative,0
10481,64b9d086-2fd4-46d0-a19d-848572029de1,disgust,2020-08-31 23:48:23,404,audio,healthy eating,2,negative,0
10520,77b49477-2f3c-455a-b8f1-09ec2e553174,disgust,2021-02-15 14:36:38,407,video,cooking,2,negative,0
10625,9522ddea-8e07-4a2a-a001-25e4a534b8f6,disgust,2021-03-08 00:33:30,412,GIF,technology,2,negative,0
10626,9522ddea-8e07-4a2a-a001-25e4a534b8f6,disgust,2021-05-21 01:15:09,412,GIF,technology,2,negative,0
10628,9522ddea-8e07-4a2a-a001-25e4a534b8f6,disgust,2020-08-06 20:10:06,412,GIF,technology,2,negative,0
10635,9522ddea-8e07-4a2a-a001-25e4a534b8f6,disgust,2020-07-17 06:36:49,412,GIF,technology,2,negative,0
10652,9522ddea-8e07-4a2a-a001-25e4a534b8f6,disgust,2021-02-02 07:50:53,412,GIF,technology,2,negative,0
10653,9522ddea-8e07-4a2a-a001-25e4a534b8f6,disgust,2021-01-29 00:13:59,412,GIF,technology,2,negative,0
