Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
6082eb46-c239-40f5-bfcd-fb72b823ee71,super love,8/3/2020 23:51,video,healthy eating,positive,75
c582f515-4d90-4ae6-9ab7-059fdbd7956c,super love,5/21/2021 5:26,audio,technology,positive,75
dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,super love,12/15/2020 3:29,video,technology,positive,75
8ec8db61-8bea-440b-88ee-f1f593eb4a7f,super love,1/27/2021 18:27,photo,education,positive,75
df06cdab-afc8-4965-9b10-c270b0cafedf,super love,5/18/2021 16:40,photo,animals,positive,75
17e3a8c5-ecb6-445d-8b69-f8c202d08549,super love,4/10/2021 16:56,audio,cooking,positive,75
17e3a8c5-ecb6-445d-8b69-f8c202d08549,super love,6/15/2021 21:05,audio,cooking,positive,75
17e3a8c5-ecb6-445d-8b69-f8c202d08549,super love,6/12/2021 0:38,audio,cooking,positive,75
17e3a8c5-ecb6-445d-8b69-f8c202d08549,super love,3/30/2021 20:34,audio,cooking,positive,75
17e3a8c5-ecb6-445d-8b69-f8c202d08549,super love,8/11/2020 2:02,audio,cooking,positive,75
17e3a8c5-ecb6-445d-8b69-f8c202d08549,super love,9/25/2020 17:12,audio,cooking,positive,75
17e3a8c5-ecb6-445d-8b69-f8c202d08549,super love,12/8/2020 0:02,audio,cooking,positive,75
292051b5-b835-4a60-962a-bddf10da82bd,super love,7/20/2020 9:13,photo,technology,positive,75
292051b5-b835-4a60-962a-bddf10da82bd,super love,7/23/2020 4:20,photo,technology,positive,75
292051b5-b835-4a60-962a-bddf10da82bd,super love,3/6/2021 8:15,photo,technology,positive,75
bfeb6117-9179-469d-9ea8-8f41a251a5fc,super love,10/10/2020 7:32,video,fitness,positive,75
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,4/23/2021 7:44,photo,animals,positive,75
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,1/31/2021 21:52,photo,animals,positive,75
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,12/14/2020 22:39,photo,animals,positive,75
1b7d1f70-21dd-483b-b395-e15f4c2368f1,super love,9/26/2020 20:45,photo,animals,positive,75
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,super love,3/9/2021 18:05,photo,cooking,positive,75
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,super love,8/31/2020 19:12,photo,cooking,positive,75
f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,super love,8/20/2020 4:29,audio,education,positive,75
f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,super love,3/14/2021 18:21,audio,education,positive,75
1287b5c5-604b-462b-bf77-e64a8e89739e,super love,2/20/2021 14:35,photo,studying,positive,75
bfeb6117-9179-469d-9ea8-8f41a251a5fc,super love,8/21/2020 6:25,video,fitness,positive,75
292051b5-b835-4a60-962a-bddf10da82bd,super love,10/29/2020 2:13,photo,technology,positive,75
bfeb6117-9179-469d-9ea8-8f41a251a5fc,super love,9/13/2020 17:25,video,fitness,positive,75
09f5578e-6cf1-4e80-b102-7aae7b9d5d67,super love,8/13/2020 18:54,GIF,studying,positive,75
72167d71-578d-428f-af6d-5a8a92e677af,super love,3/8/2021 3:16,photo,animals,positive,75
aafa015b-7447-421e-91bb-b64720402d9e,super love,11/23/2020 2:25,video,cooking,positive,75
43ea5509-7ff1-4150-b263-d5eac9d6f69f,super love,5/26/2021 5:37,audio,dogs,positive,75
efffd88f-7ddb-4579-bbf2-e3d248c122b4,super love,4/17/2021 8:24,video,tennis,positive,75
781383dc-f5ff-4d62-87df-c3557f5eced9,super love,10/23/2020 0:08,audio,technology,positive,75
781383dc-f5ff-4d62-87df-c3557f5eced9,super love,10/1/2020 15:37,audio,technology,positive,75
f3e8d168-6fb9-48b9-8347-b35595162c1d,super love,3/7/2021 16:18,video,soccer,positive,75
27e2cea3-b408-4e66-801b-29fdf7c03b05,super love,10/1/2020 18:30,photo,travel,positive,75
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,super love,4/30/2021 8:20,audio,technology,positive,75
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,super love,5/6/2021 4:58,audio,technology,positive,75
846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,super love,1/17/2021 4:03,audio,culture,positive,75
292051b5-b835-4a60-962a-bddf10da82bd,super love,1/29/2021 9:14,photo,technology,positive,75
292051b5-b835-4a60-962a-bddf10da82bd,super love,5/2/2021 12:34,photo,technology,positive,75
b6f447e5-0a89-468a-8ad2-fd45676170d5,super love,9/30/2020 5:20,photo,veganism,positive,75
b6f447e5-0a89-468a-8ad2-fd45676170d5,super love,4/15/2021 11:12,photo,veganism,positive,75
7df08397-b59a-4973-8c62-fc5d4c36c08a,super love,12/5/2020 2:21,GIF,veganism,positive,75
7df4b13f-c41a-4c81-88fb-213a6a96acc5,super love,4/28/2021 14:39,audio,culture,positive,75
7df4b13f-c41a-4c81-88fb-213a6a96acc5,super love,5/30/2021 11:24,audio,culture,positive,75
461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,8/23/2020 15:50,photo,fitness,positive,75
461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,12/25/2020 8:16,photo,fitness,positive,75
461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,9/10/2020 13:00,photo,fitness,positive,75
461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,2/28/2021 23:00,photo,fitness,positive,75
6b2db46f-f733-4b56-af09-0ed7bb232ed4,super love,6/24/2020 5:42,audio,animals,positive,75
6b2db46f-f733-4b56-af09-0ed7bb232ed4,super love,5/21/2021 6:32,audio,animals,positive,75
46c69019-89b5-4a13-9b8a-2942ca22837f,super love,1/15/2021 4:52,video,science,positive,75
46c69019-89b5-4a13-9b8a-2942ca22837f,super love,11/27/2020 3:49,video,science,positive,75
5d3d5107-2404-4fb8-a9b6-3c8428492f64,super love,6/2/2021 2:14,video,studying,positive,75
3fc1f583-ce7e-4cfe-b891-d16976953fda,super love,11/3/2020 17:58,GIF,science,positive,75
3fc1f583-ce7e-4cfe-b891-d16976953fda,super love,1/1/2021 8:47,GIF,science,positive,75
3fc1f583-ce7e-4cfe-b891-d16976953fda,super love,5/11/2021 11:52,GIF,science,positive,75
87958932-6baf-4339-b01b-6112d9b180ed,super love,5/15/2021 8:36,audio,culture,positive,75
87958932-6baf-4339-b01b-6112d9b180ed,super love,3/8/2021 9:52,audio,culture,positive,75
87958932-6baf-4339-b01b-6112d9b180ed,super love,3/13/2021 6:43,audio,culture,positive,75
0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,4/28/2021 15:54,GIF,travel,positive,75
2d7084fb-b457-4813-829f-73911025eeaa,super love,6/18/2021 5:23,GIF,cooking,positive,75
69ce055c-e0bd-46c5-b856-bf2254d1c490,super love,11/16/2020 5:17,GIF,healthy eating,positive,75
d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,super love,2/21/2021 1:32,photo,travel,positive,75
d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,super love,10/5/2020 17:45,photo,travel,positive,75
6ddba21a-cc51-4bbd-b38d-02df5cec5f68,super love,6/22/2020 18:08,audio,Culture,positive,75
ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,7/7/2020 9:28,audio,veganism,positive,75
ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,10/20/2020 1:09,audio,veganism,positive,75
ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,6/30/2020 18:29,audio,veganism,positive,75
ed28489e-90b0-4daa-a1fa-22170cdc89d5,super love,1/5/2021 7:04,audio,veganism,positive,75
0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,9/13/2020 11:04,GIF,travel,positive,75
8a5dddcf-dda6-4715-a804-10d98cbf8fdc,super love,3/2/2021 16:16,video,education,positive,75
0ce7392d-5c20-4ffa-a42f-767f51e9b466,super love,7/5/2020 4:21,GIF,travel,positive,75
d6c98c19-5733-47fd-9b03-e4574fbe4220,super love,6/4/2021 22:00,photo,travel,positive,75
73fde78d-7908-4406-8377-747873ecd29a,super love,11/7/2020 10:20,video,studying,positive,75
73fde78d-7908-4406-8377-747873ecd29a,super love,11/19/2020 14:17,video,studying,positive,75
73fde78d-7908-4406-8377-747873ecd29a,super love,7/22/2020 21:47,video,studying,positive,75
73fde78d-7908-4406-8377-747873ecd29a,super love,8/11/2020 22:43,video,studying,positive,75
12a7140a-6fe7-41e2-b2b4-75d913fcca1e,super love,10/12/2020 18:45,GIF,studying,positive,75
12a7140a-6fe7-41e2-b2b4-75d913fcca1e,super love,8/14/2020 21:22,GIF,studying,positive,75
3af75639-bdaf-4461-b630-d212e7fb4f30,super love,3/12/2021 18:26,audio,education,positive,75
2d7084fb-b457-4813-829f-73911025eeaa,super love,1/12/2021 4:10,GIF,cooking,positive,75
985f4b4f-de40-4a4e-a090-01e100be42e9,super love,7/1/2020 13:19,GIF,travel,positive,75
a8e72f75-bebc-42b4-a3c7-deb8a2412878,super love,7/11/2020 2:41,audio,technology,positive,75
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,8/2/2020 22:19,video,fitness,positive,75
41e6d775-b5ca-4d6c-8f50-66ac3c92a300,super love,10/6/2020 1:29,photo,veganism,positive,75
41e6d775-b5ca-4d6c-8f50-66ac3c92a300,super love,8/5/2020 23:14,photo,veganism,positive,75
41e6d775-b5ca-4d6c-8f50-66ac3c92a300,super love,1/23/2021 19:20,photo,veganism,positive,75
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,super love,10/22/2020 6:43,photo,travel,positive,75
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,super love,8/4/2020 11:33,photo,travel,positive,75
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,super love,4/13/2021 21:14,photo,travel,positive,75
853e37de-5ba2-447a-a0dd-a1b4407e5ec4,super love,3/28/2021 16:42,photo,travel,positive,75
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,6/10/2021 22:10,video,fitness,positive,75
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,1/9/2021 11:32,video,fitness,positive,75
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,7/18/2020 7:23,video,fitness,positive,75
585c17a5-df96-4a6d-b144-a499e0469546,super love,4/11/2021 17:16,GIF,healthy eating,positive,75
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,6/29/2020 16:41,video,fitness,positive,75
01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,super love,9/22/2020 7:20,video,fitness,positive,75
2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,super love,12/3/2020 15:28,photo,fitness,positive,75
2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,super love,11/10/2020 14:33,photo,fitness,positive,75
2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,super love,11/15/2020 22:33,photo,fitness,positive,75
8ed94c6d-bcb3-460c-aa5f-69199d2495e5,super love,7/25/2020 19:52,photo,soccer,positive,75
585c17a5-df96-4a6d-b144-a499e0469546,super love,4/2/2021 13:03,GIF,healthy eating,positive,75
585c17a5-df96-4a6d-b144-a499e0469546,super love,8/14/2020 10:45,GIF,healthy eating,positive,75
585c17a5-df96-4a6d-b144-a499e0469546,super love,2/11/2021 12:34,GIF,healthy eating,positive,75
2073855c-fab2-41ee-ad15-d4269b2ac4bd,super love,12/15/2020 13:17,audio,education,positive,75
2073855c-fab2-41ee-ad15-d4269b2ac4bd,super love,8/15/2020 7:03,audio,education,positive,75
19f998c4-270b-489d-bea6-ae161d301923,super love,2/13/2021 6:32,GIF,travel,positive,75
fd060448-7b3e-4626-b3ca-44bfe764e26f,super love,6/2/2021 21:41,photo,cooking,positive,75
43450a12-1e4c-4a17-a846-9d8768984051,super love,5/6/2021 16:20,video,animals,positive,75
b13bec8c-4469-4cc8-8650-7057eb95d3ee,super love,9/2/2020 19:30,GIF,travel,positive,75
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,super love,1/8/2021 2:20,photo,soccer,positive,75
af373863-f9df-4330-b423-d2b802b30d6e,super love,12/13/2020 0:19,video,food,positive,75
79f1b9b4-b21b-4abd-802a-811540cbc845,super love,6/29/2020 14:52,audio,travel,positive,75
79f1b9b4-b21b-4abd-802a-811540cbc845,super love,2/5/2021 5:32,audio,travel,positive,75
b400ea0c-43f0-4307-a3b2-78e5784d69be,super love,7/25/2020 13:09,audio,fitness,positive,75
74c85e37-5017-462e-bee2-2769db7a17c1,super love,12/4/2020 19:52,photo,healthy eating,positive,75
74c85e37-5017-462e-bee2-2769db7a17c1,super love,6/24/2020 1:08,photo,healthy eating,positive,75
fd060448-7b3e-4626-b3ca-44bfe764e26f,super love,5/30/2021 15:12,photo,cooking,positive,75
19f998c4-270b-489d-bea6-ae161d301923,super love,9/12/2020 11:31,GIF,travel,positive,75
fd060448-7b3e-4626-b3ca-44bfe764e26f,super love,7/5/2020 14:48,photo,cooking,positive,75
56a3156c-41e0-4b35-8e6d-947961b3af5b,super love,9/12/2020 15:31,photo,fitness,positive,75
56a3156c-41e0-4b35-8e6d-947961b3af5b,super love,2/1/2021 10:26,photo,fitness,positive,75
8204e4bd-c544-4a18-ac0d-6f5289957cdf,super love,3/21/2021 16:53,photo,dogs,positive,75
76898916-4024-4c32-909b-dd240879d76a,super love,12/17/2020 0:00,GIF,Animals,positive,75
76898916-4024-4c32-909b-dd240879d76a,super love,12/18/2020 10:07,GIF,Animals,positive,75
76898916-4024-4c32-909b-dd240879d76a,super love,10/10/2020 16:12,GIF,Animals,positive,75
76898916-4024-4c32-909b-dd240879d76a,super love,10/26/2020 18:11,GIF,Animals,positive,75
6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,super love,5/4/2021 17:56,audio,technology,positive,75
43450a12-1e4c-4a17-a846-9d8768984051,super love,3/11/2021 3:27,video,animals,positive,75
7913b30d-19fd-4900-8a68-ce141192b3ec,super love,11/16/2020 6:37,audio,cooking,positive,75
7913b30d-19fd-4900-8a68-ce141192b3ec,super love,5/26/2021 3:57,audio,cooking,positive,75
