Unnamed: 0_x,Content ID,Reaction Type,Datetime,Unnamed: 0_y,Content Type,Category,Unnamed: 0,Sentiment,Score
490,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,2020-08-19 03:04:41,20,GIF,soccer,2,negative,0
512,baa2db00-81ba-4c34-b17d-dd950bfa133b,disgust,2021-03-09 21:30:11,20,GIF,soccer,2,negative,0
518,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,2020-12-12 23:02:32,21,GIF,soccer,2,negative,0
522,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,2021-03-30 23:01:37,21,GIF,soccer,2,negative,0
533,f98dde71-ce1d-4f6c-bb05-ae05779d2207,disgust,2020-10-22 03:40:50,21,GIF,soccer,2,negative,0
565,388bd9db-9d10-4f47-87c4-6db46e83bc95,disgust,2021-03-31 00:16:59,22,video,education,2,negative,0
607,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2020-12-07 00:39:27,23,photo,studying,2,negative,0
613,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2021-04-07 22:07:58,23,photo,studying,2,negative,0
614,78d0075f-895c-4a15-a35c-a921e2bb2cea,disgust,2020-07-06 19:29:39,23,photo,studying,2,negative,0
634,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,disgust,2020-09-11 20:55:52,24,photo,travel,2,negative,0
635,bda0b065-7f8b-4d52-b7e9-fcc375cdab08,disgust,2020-07-26 11:28:58,24,photo,travel,2,negative,0
686,809b41e3-7a6f-4d80-84bf-f8d7b0e2d0e1,disgust,2021-05-11 03:04:50,26,audio,dogs,2,negative,0
722,34a3747a-0b77-42f6-ae19-87c38b94b674,disgust,2021-04-28 07:00:56,27,GIF,science,2,negative,0
723,34a3747a-0b77-42f6-ae19-87c38b94b674,disgust,2020-08-05 15:37:34,27,GIF,science,2,negative,0
742,2920dccb-e06f-49fc-8049-b6d4164dfe84,disgust,2020-07-21 09:23:56,28,GIF,veganism,2,negative,0
773,2920dccb-e06f-49fc-8049-b6d4164dfe84,disgust,2020-06-21 14:10:42,28,GIF,veganism,2,negative,0
800,f4e3840e-bb71-40c2-afc5-9408d842646d,disgust,2021-03-08 02:51:24,29,photo,healthy eating,2,negative,0
817,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,2021-02-21 08:37:41,30,video,food,2,negative,0
834,a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,2020-12-04 13:10:29,30,video,food,2,negative,0
838,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-12-22 19:44:47,31,video,dogs,2,negative,0
858,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-07-08 10:18:43,31,video,dogs,2,negative,0
870,74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,2020-10-22 15:01:57,31,video,dogs,2,negative,0
876,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2021-01-17 23:43:53,33,video,cooking,2,negative,0
877,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,2020-06-23 11:28:25,33,video,cooking,2,negative,0
939,eec5e521-4c28-4e8a-93a9-d544803fad7e,disgust,2020-10-10 23:55:45,34,audio,food,2,negative,0
963,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,2020-08-01 08:00:05,36,photo,technology,2,negative,0
965,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,2020-10-06 11:27:42,36,photo,technology,2,negative,0
979,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-06-30 23:11:07,37,GIF,healthy eating,2,negative,0
986,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2021-01-16 01:40:32,37,GIF,healthy eating,2,negative,0
987,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2021-05-21 14:58:32,37,GIF,healthy eating,2,negative,0
995,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-10-01 07:34:15,37,GIF,healthy eating,2,negative,0
1014,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-07-07 12:17:02,37,GIF,healthy eating,2,negative,0
1033,4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,2020-09-08 15:30:59,38,audio,animals,2,negative,0
1056,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-04-24 11:52:10,40,audio,fitness,2,negative,0
1064,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-03-18 22:16:29,40,audio,fitness,2,negative,0
1089,4478d98e-43e8-4dc0-884d-c1115aa8b970,disgust,2020-07-05 20:02:47,41,audio,animals,2,negative,0
1106,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-11-12 19:22:27,42,photo,fitness,2,negative,0
1111,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-09-21 08:22:31,42,photo,fitness,2,negative,0
1113,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2021-04-18 13:09:49,42,photo,fitness,2,negative,0
1129,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2021-01-27 15:57:15,42,photo,fitness,2,negative,0
1142,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,disgust,2020-12-06 06:14:00,43,photo,veganism,2,negative,0
1173,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2020-06-26 16:08:58,44,video,dogs,2,negative,0
1174,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-05-18 09:59:31,44,video,dogs,2,negative,0
1184,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-02-22 18:10:29,44,video,dogs,2,negative,0
1206,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-09-01 06:27:20,45,GIF,healthy eating,2,negative,0
1219,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-10-27 14:22:41,45,GIF,healthy eating,2,negative,0
1221,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2021-03-25 11:15:29,45,GIF,healthy eating,2,negative,0
1254,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,disgust,2021-02-07 18:56:09,46,GIF,studying,2,negative,0
1281,14ed7f7b-2c96-4458-8a39-606c25c14180,disgust,2021-02-24 03:44:05,48,video,tennis,2,negative,0
1289,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2020-11-24 19:10:07,49,GIF,tennis,2,negative,0
1294,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-01-22 16:02:50,49,GIF,tennis,2,negative,0
1297,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-03-28 13:07:56,49,GIF,tennis,2,negative,0
1340,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-09-03 10:59:45,51,GIF,travel,2,negative,0
1346,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-11-10 07:27:45,51,GIF,travel,2,negative,0
1348,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-25 00:52:11,51,GIF,travel,2,negative,0
1367,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-06-26 18:09:24,51,GIF,travel,2,negative,0
1373,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-20 19:32:40,51,GIF,travel,2,negative,0
1394,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-10-24 10:08:27,52,video,science,2,negative,0
1398,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-08-07 09:07:19,52,video,science,2,negative,0
1410,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2021-01-16 05:51:58,52,video,science,2,negative,0
1416,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2020-09-21 09:10:22,53,video,technology,2,negative,0
1420,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-02-04 07:27:14,53,video,technology,2,negative,0
1429,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-05-26 13:22:56,53,video,technology,2,negative,0
1444,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2020-12-20 01:10:46,54,video,science,2,negative,0
1446,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2021-06-03 02:16:45,54,video,science,2,negative,0
1481,82145a60-013e-4d96-81a5-399af8618158,disgust,2021-02-03 23:56:34,55,audio,food,2,negative,0
1489,82145a60-013e-4d96-81a5-399af8618158,disgust,2020-07-22 21:59:31,55,audio,food,2,negative,0
1504,d852b946-01e1-44fe-abd7-26198660cbdb,disgust,2020-09-10 10:21:40,56,GIF,food,2,negative,0
1527,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-02-08 05:08:45,60,GIF,healthy eating,2,negative,0
1537,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-04-23 03:13:45,60,GIF,healthy eating,2,negative,0
1570,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-07-15 19:23:08,61,video,culture,2,negative,0
1576,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2021-02-12 16:04:02,61,video,culture,2,negative,0
1587,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-06-25 05:15:12,61,video,culture,2,negative,0
1606,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-05-17 13:47:25,62,GIF,soccer,2,negative,0
1626,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-04-29 18:04:17,62,GIF,soccer,2,negative,0
1640,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2020-12-15 03:05:33,62,GIF,soccer,2,negative,0
1673,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-12-27 23:36:09,63,audio,culture,2,negative,0
1681,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-10-20 13:31:02,63,audio,culture,2,negative,0
1690,f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,2021-03-25 19:36:23,64,audio,education,2,negative,0
1737,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2020-11-26 14:04:36,66,photo,education,2,negative,0
1746,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2021-06-07 04:28:23,66,photo,education,2,negative,0
1790,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-12-03 11:30:02,67,photo,studying,2,negative,0
1797,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2021-04-13 07:30:34,67,photo,studying,2,negative,0
1827,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-06-24 06:45:10,67,photo,studying,2,negative,0
1829,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-24 20:52:36,68,audio,science,2,negative,0
1843,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2020-11-25 19:43:36,68,audio,science,2,negative,0
1854,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-26 15:54:27,68,audio,science,2,negative,0
1908,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-03-10 19:24:16,70,GIF,Fitness,2,negative,0
1913,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-06-16 16:12:42,70,GIF,Fitness,2,negative,0
1933,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-01-29 09:21:08,70,GIF,Fitness,2,negative,0
1965,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2020-12-26 09:23:28,72,video,science,2,negative,0
1974,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2021-04-02 21:00:06,72,video,science,2,negative,0
1996,9ef39aa2-60f9-4e4b-b666-c6cb97015503,disgust,2021-01-16 07:00:51,73,GIF,travel,2,negative,0
2040,841403fd-321b-4118-90b3-cc0075d64047,disgust,2020-09-27 06:26:14,74,GIF,studying,2,negative,0
2058,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2021-03-11 08:12:54,75,video,culture,2,negative,0
2071,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2020-06-23 18:41:19,75,video,culture,2,negative,0
2130,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-12-29 08:39:57,77,photo,science,2,negative,0
2140,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2021-04-27 00:46:44,77,photo,science,2,negative,0
2149,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-11-20 10:39:52,77,photo,science,2,negative,0
2155,0491183b-be25-4108-b667-8c30d3cdbf50,disgust,2020-07-11 18:45:12,78,audio,veganism,2,negative,0
2205,359b93ea-446f-4202-8801-db238de5de4d,disgust,2021-02-26 19:38:28,79,photo,food,2,negative,0
2208,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-06-09 06:01:38,80,video,healthy eating,2,negative,0
2213,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-04-08 01:19:47,80,video,healthy eating,2,negative,0
2223,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2020-08-31 08:14:33,80,video,healthy eating,2,negative,0
2263,86346263-02db-4020-a216-9e54f502f643,disgust,2020-09-19 14:51:08,82,GIF,travel,2,negative,0
2295,86346263-02db-4020-a216-9e54f502f643,disgust,2020-11-04 05:30:31,82,GIF,travel,2,negative,0
2312,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,2020-09-28 14:41:07,84,photo,studying,2,negative,0
2399,9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,2021-03-13 14:46:31,87,video,science,2,negative,0
2418,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-05-06 04:52:47,89,photo,culture,2,negative,0
2424,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-03-18 15:44:36,89,photo,culture,2,negative,0
2447,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2020-10-31 11:07:00,90,GIF,culture,2,negative,0
2456,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-02-26 18:46:56,90,GIF,culture,2,negative,0
2460,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-01-22 03:45:20,90,GIF,culture,2,negative,0
2485,fada6910-2cc5-4600-808c-1e6066f795a6,disgust,2020-08-26 19:01:45,91,GIF,technology,2,negative,0
2498,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2021-02-27 07:03:18,92,photo,culture,2,negative,0
2499,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2020-06-27 14:11:54,92,photo,culture,2,negative,0
2527,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-11-10 01:05:08,94,GIF,science,2,negative,0
2532,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-07-07 20:10:39,94,GIF,science,2,negative,0
2551,c2d6e707-f00e-4fa4-a193-eb36272f58df,disgust,2021-04-15 19:16:38,96,GIF,veganism,2,negative,0
2591,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-01-03 06:27:03,97,video,healthy eating,2,negative,0
2602,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-04-20 15:01:31,97,video,healthy eating,2,negative,0
2641,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-11-24 08:08:35,99,video,healthy eating,2,negative,0
2645,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-12-21 19:33:48,99,video,healthy eating,2,negative,0
2660,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2021-05-04 17:40:53,99,video,healthy eating,2,negative,0
2687,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-04 07:49:41,101,photo,dogs,2,negative,0
2697,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-10-30 08:38:34,101,photo,dogs,2,negative,0
2703,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-11 23:23:00,101,photo,dogs,2,negative,0
2705,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2021-02-15 11:09:58,101,photo,dogs,2,negative,0
2730,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-04-12 10:58:45,102,photo,travel,2,negative,0
2734,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-01-01 15:36:54,102,photo,travel,2,negative,0
2737,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-12-13 17:23:33,102,photo,travel,2,negative,0
2749,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-11-13 10:06:14,102,photo,travel,2,negative,0
2779,ef99fd68-74fb-4c72-bc70-742ebca14499,disgust,2021-05-25 23:39:00,103,video,soccer,2,negative,0
2800,d147ab3c-4097-4eec-b4dc-480e4ece801b,disgust,2021-05-25 07:18:29,104,audio,culture,2,negative,0
2805,62681a6c-fe82-4186-ba7d-0805ae5b95ed,disgust,2021-02-10 16:00:33,105,audio,Veganism,2,negative,0
2848,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-23 11:36:46,107,GIF,cooking,2,negative,0
2849,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-03 22:31:54,107,GIF,cooking,2,negative,0
2854,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-12-23 13:18:04,107,GIF,cooking,2,negative,0
2860,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-16 10:24:32,107,GIF,cooking,2,negative,0
2863,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-07-08 21:07:05,107,GIF,cooking,2,negative,0
2864,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-13 15:40:16,107,GIF,cooking,2,negative,0
2866,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-09-14 10:32:35,107,GIF,cooking,2,negative,0
2880,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-14 23:46:19,107,GIF,cooking,2,negative,0
2882,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-01 08:01:26,107,GIF,cooking,2,negative,0
2887,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-05-20 00:01:57,107,GIF,cooking,2,negative,0
2900,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-07-06 14:07:34,108,audio,technology,2,negative,0
2917,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-09-06 13:50:31,108,audio,technology,2,negative,0
2930,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-10-15 04:56:29,108,audio,technology,2,negative,0
2958,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-01-20 20:27:02,109,video,education,2,negative,0
2959,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-04-14 03:34:59,109,video,education,2,negative,0
2964,1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,2021-01-23 20:42:09,111,audio,studying,2,negative,0
2995,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,2020-07-06 15:48:58,112,video,studying,2,negative,0
3032,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-24 20:48:52,113,video,public speaking,2,negative,0
3039,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-01 08:27:47,113,video,public speaking,2,negative,0
3041,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2021-02-02 11:04:40,113,video,public speaking,2,negative,0
3073,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-05-06 16:55:56,114,audio,technology,2,negative,0
3074,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-04-05 15:27:40,114,audio,technology,2,negative,0
3096,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2021-02-03 17:39:08,115,GIF,education,2,negative,0
3099,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2020-07-24 09:08:00,115,GIF,education,2,negative,0
3127,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-05-24 09:55:46,116,video,public speaking,2,negative,0
3155,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-04-29 20:20:44,116,video,public speaking,2,negative,0
3176,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-25 06:35:14,118,photo,food,2,negative,0
3210,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-12 11:40:51,118,photo,food,2,negative,0
3214,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-07-15 12:39:27,118,photo,food,2,negative,0
3238,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2021-02-16 15:42:08,119,GIF,public speaking,2,negative,0
3244,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2020-09-03 08:25:23,119,GIF,public speaking,2,negative,0
3260,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-01-21 16:00:16,120,photo,animals,2,negative,0
3267,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-02-25 22:40:44,120,photo,animals,2,negative,0
3289,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,2021-04-05 05:18:13,121,photo,education,2,negative,0
3296,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,2020-08-21 17:43:38,122,GIF,soccer,2,negative,0
3301,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-11-04 01:35:06,123,photo,travel,2,negative,0
3311,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2021-05-23 19:58:37,123,photo,travel,2,negative,0
3315,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-06-20 11:04:25,123,photo,travel,2,negative,0
3331,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-07-20 16:21:17,123,photo,travel,2,negative,0
3336,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-01-24 03:47:10,124,photo,public speaking,2,negative,0
3350,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-03-12 04:13:07,124,photo,public speaking,2,negative,0
3354,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-05-04 07:33:57,124,photo,public speaking,2,negative,0
3366,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2020-11-26 18:34:59,124,photo,public speaking,2,negative,0
3386,61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,2020-09-04 09:40:16,125,GIF,tennis,2,negative,0
3409,3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,2020-10-15 10:31:03,126,GIF,soccer,2,negative,0
3415,2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,2021-05-06 03:02:17,127,audio,travel,2,negative,0
3452,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-07-04 16:40:20,129,video,veganism,2,negative,0
3474,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-07-21 02:54:53,129,video,veganism,2,negative,0
3485,d706b190-216c-4103-9107-fb7304766d68,disgust,2020-10-02 15:49:44,130,video,cooking,2,negative,0
3496,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-03-23 01:45:50,130,video,cooking,2,negative,0
3504,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-04-23 13:53:16,130,video,cooking,2,negative,0
3520,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-06-12 14:04:47,130,video,cooking,2,negative,0
3525,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-01-09 13:42:15,130,video,cooking,2,negative,0
3540,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,2021-01-08 20:20:39,131,audio,tennis,2,negative,0
